city;state_id;state_name;county_name;lat;lon;latlon
Waverly Hall;GA;Georgia;Harris;32.6837;-84.7378;32.68,-84.74
Grayhawk;MO;Missouri;Ste. Genevieve;37.931;-90.239;37.93,-90.24
Hilltop Lakes;TX;Texas;Leon;31.0755;-96.1915;31.08,-96.19
St. Charles;IA;Iowa;Madison;41.2872;-93.8075;41.29,-93.81
Ringwood;IL;Illinois;McHenry;42.3973;-88.304;42.4,-88.3
Winton;NC;North Carolina;Hertford;36.3899;-76.935;36.39,-76.94
Lyons;NE;Nebraska;Burt;41.936;-96.4717;41.94,-96.47
Columbiaville;MI;Michigan;Lapeer;43.1567;-83.4069;43.16,-83.41
Wonewoc;WI;Wisconsin;Juneau;43.6531;-90.2239;43.65,-90.22
Morrison;TN;Tennessee;Warren;35.6048;-85.9117;35.6,-85.91
Hinckley;UT;Utah;Millard;39.3336;-112.6736;39.33,-112.67
White Cliffs;NM;New Mexico;McKinley;35.5491;-108.6644;35.55,-108.66
New Cuyama;CA;California;Santa Barbara;34.943;-119.6819;34.94,-119.68
Cedarville;CA;California;Modoc;41.5281;-120.1748;41.53,-120.17
Paris;ID;Idaho;Bear Lake;42.2273;-111.4032;42.23,-111.4
Rolfe;IA;Iowa;Pocahontas;42.8129;-94.5313;42.81,-94.53
Rodey;NM;New Mexico;Doña Ana;32.6538;-107.1358;32.65,-107.14
Yates City;IL;Illinois;Knox;40.7776;-90.0139;40.78,-90.01
Hancock;MN;Minnesota;Stevens;45.4977;-95.795;45.5,-95.8
Bradford;IL;Illinois;Stark;41.1772;-89.6583;41.18,-89.66
Lakeside;OH;Ohio;Ottawa;41.5407;-82.7534;41.54,-82.75
Chippewa Lake;OH;Ohio;Medina;41.0737;-81.9047;41.07,-81.9
Montrose;IA;Iowa;Lee;40.5258;-91.416;40.53,-91.42
Burke;SD;South Dakota;Gregory;43.1827;-99.2923;43.18,-99.29
Cokeburg;PA;Pennsylvania;Washington;40.1;-80.0656;40.1,-80.07
White Earth;MN;Minnesota;Becker;47.0978;-95.8445;47.1,-95.84
Little Rock;SC;South Carolina;Dillon;34.4691;-79.39;34.47,-79.39
Peletier;NC;North Carolina;Carteret;34.727;-77.0758;34.73,-77.08
Williamsburg;CO;Colorado;Fremont;38.384;-105.171;38.38,-105.17
Tiskilwa;IL;Illinois;Bureau;41.2928;-89.5082;41.29,-89.51
Piper City;IL;Illinois;Ford;40.7562;-88.189;40.76,-88.19
Redwater;MS;Mississippi;Leake;32.7835;-89.5559;32.78,-89.56
Muddy;MT;Montana;Big Horn;45.5798;-106.7754;45.58,-106.78
Allendale;IL;Illinois;Wabash;38.5276;-87.7103;38.53,-87.71
Hamilton;VA;Virginia;Loudoun;39.1349;-77.6642;39.13,-77.66
Carnuel;NM;New Mexico;Bernalillo;35.0609;-106.4587;35.06,-106.46
Dennehotso;AZ;Arizona;Apache;36.8208;-109.8791;36.82,-109.88
Oneida Castle;NY;New York;Oneida;43.0812;-75.6331;43.08,-75.63
Sandy Hook;KY;Kentucky;Elliott;38.0929;-83.124;38.09,-83.12
Holland;IN;Indiana;Dubois;38.2464;-87.0384;38.25,-87.04
Plain;WI;Wisconsin;Sauk;43.2779;-90.0423;43.28,-90.04
Ridgway;IL;Illinois;Gallatin;37.7979;-88.2606;37.8,-88.26
Oak City;UT;Utah;Millard;39.3761;-112.339;39.38,-112.34
Allenwood;NJ;New Jersey;Monmouth;40.1384;-74.1032;40.14,-74.1
Paradis;LA;Louisiana;St. Charles;29.868;-90.4397;29.87,-90.44
Big Sandy;MT;Montana;Chouteau;48.1785;-110.1134;48.18,-110.11
McConnell;WV;West Virginia;Logan;37.8282;-81.9652;37.83,-81.97
Walnut Grove;MN;Minnesota;Redwood;44.225;-95.4692;44.23,-95.47
Underwood;ND;North Dakota;McLean;47.455;-101.1417;47.46,-101.14
Watson;IL;Illinois;Effingham;39.0261;-88.5685;39.03,-88.57
South Mount Vernon;OH;Ohio;Knox;40.3823;-82.5018;40.38,-82.5
Jacksons' Gap;AL;Alabama;Tallapoosa;32.8831;-85.8151;32.88,-85.82
Kimball;MN;Minnesota;Stearns;45.3143;-94.3008;45.31,-94.3
Milton;KY;Kentucky;Trimble;38.7113;-85.3734;38.71,-85.37
Unionville;NY;New York;Orange;41.3013;-74.5619;41.3,-74.56
New Hope;VA;Virginia;Augusta;38.1954;-78.9044;38.2,-78.9
Parkin;AR;Arkansas;Cross;35.2629;-90.553;35.26,-90.55
Dierks;AR;Arkansas;Howard;34.12;-94.0173;34.12,-94.02
Sequatchie;TN;Tennessee;Marion;35.1115;-85.5965;35.11,-85.6
Loch Lloyd;MO;Missouri;Cass;38.831;-94.5978;38.83,-94.6
Langeloth;PA;Pennsylvania;Washington;40.3631;-80.4138;40.36,-80.41
Hookerton;NC;North Carolina;Greene;35.4228;-77.5893;35.42,-77.59
Harrah;WA;Washington;Yakima;46.4061;-120.541;46.41,-120.54
Yachats;OR;Oregon;Lincoln;44.3127;-124.1023;44.31,-124.1
Taconite;MN;Minnesota;Itasca;47.3315;-93.3758;47.33,-93.38
Ozark Acres;AR;Arkansas;Sharp;36.3;-91.3871;36.3,-91.39
Tonica;IL;Illinois;LaSalle;41.2159;-89.0702;41.22,-89.07
Bloomdale;OH;Ohio;Wood;41.1716;-83.5534;41.17,-83.55
Dove Creek;CO;Colorado;Dolores;37.7668;-108.9071;37.77,-108.91
Jonesburg;MO;Missouri;Montgomery;38.8546;-91.3028;38.85,-91.3
Dale;WI;Wisconsin;Outagamie;44.2757;-88.673;44.28,-88.67
Our Town;AL;Alabama;Tallapoosa;32.8304;-85.9687;32.83,-85.97
New Berlin;PA;Pennsylvania;Union;40.8806;-76.9843;40.88,-76.98
Morganza;LA;Louisiana;Pointe Coupee;30.7384;-91.592;30.74,-91.59
Manokotak;AK;Alaska;Dillingham;58.893;-158.9109;58.89,-158.91
Yarnell;AZ;Arizona;Yavapai;34.2282;-112.7631;34.23,-112.76
Wheatland;MT;Montana;Broadwater;45.958;-111.5781;45.96,-111.58
Cassville;WI;Wisconsin;Grant;42.715;-90.9891;42.72,-90.99
Bucklin;KS;Kansas;Ford;37.5488;-99.6343;37.55,-99.63
Jennings;FL;Florida;Hamilton;30.5968;-83.107;30.6,-83.11
Conneautville;PA;Pennsylvania;Crawford;41.7577;-80.3684;41.76,-80.37
Silverhill;AL;Alabama;Baldwin;30.5455;-87.7506;30.55,-87.75
Johnson;OK;Oklahoma;Pottawatomie;35.4064;-96.8444;35.41,-96.84
Gillis;LA;Louisiana;Calcasieu;30.3769;-93.1999;30.38,-93.2
Kenwood;CA;California;Sonoma;38.4153;-122.5387;38.42,-122.54
Onaga;KS;Kansas;Pottawatomie;39.4892;-96.1703;39.49,-96.17
Uniontown;KY;Kentucky;Union;37.7732;-87.9318;37.77,-87.93
Roslyn;WA;Washington;Kittitas;47.2511;-121.099;47.25,-121.1
Belfield;ND;North Dakota;Stark;46.886;-103.1952;46.89,-103.2
Minden;IA;Iowa;Pottawattamie;41.47;-95.5429;41.47,-95.54
Junction City;AR;Arkansas;Union;33.022;-92.7236;33.02,-92.72
Millerstown;PA;Pennsylvania;Perry;40.5543;-77.153;40.55,-77.15
George;WA;Washington;Grant;47.0846;-119.86;47.08,-119.86
Lafitte;LA;Louisiana;Jefferson;29.6957;-90.0995;29.7,-90.1
Paradise;UT;Utah;Cache;41.5683;-111.8334;41.57,-111.83
Misenheimer;NC;North Carolina;Stanly;35.4819;-80.287;35.48,-80.29
Lockesburg;AR;Arkansas;Sevier;33.9716;-94.1761;33.97,-94.18
Lee;FL;Florida;Madison;30.4114;-83.3003;30.41,-83.3
Taylor Springs;IL;Illinois;Montgomery;39.1312;-89.4946;39.13,-89.49
Nelson;AZ;Arizona;Pima;32.4298;-111.2649;32.43,-111.26
Hermitage;MO;Missouri;Hickory;37.9443;-93.3257;37.94,-93.33
Carlock;IL;Illinois;McLean;40.5835;-89.1288;40.58,-89.13
McClellanville;SC;South Carolina;Charleston;33.0865;-79.468;33.09,-79.47
Silverton;TX;Texas;Briscoe;34.4714;-101.304;34.47,-101.3
Josephville;MO;Missouri;St. Charles;38.8293;-90.7869;38.83,-90.79
Rancho Mesa Verde;AZ;Arizona;Yuma;32.5944;-114.6551;32.59,-114.66
Forest Junction;WI;Wisconsin;Calumet;44.2139;-88.1496;44.21,-88.15
Kinsman Center;OH;Ohio;Trumbull;41.4544;-80.5854;41.45,-80.59
Waterville;KS;Kansas;Marshall;39.6919;-96.747;39.69,-96.75
Rosman;NC;North Carolina;Transylvania;35.1458;-82.82;35.15,-82.82
Isleta;NM;New Mexico;Bernalillo;34.9042;-106.6992;34.9,-106.7
Happy Valley;AK;Alaska;Kenai Peninsula;59.9137;-151.6072;59.91,-151.61
Washington Grove;MD;Maryland;Montgomery;39.1407;-77.1746;39.14,-77.17
Middletown;MI;Michigan;Shiawassee;42.9869;-84.1445;42.99,-84.14
Akutan;AK;Alaska;Aleutians East;54.1594;-165.7328;54.16,-165.73
Puryear;TN;Tennessee;Henry;36.4413;-88.3324;36.44,-88.33
Pultneyville;NY;New York;Wayne;43.2739;-77.1814;43.27,-77.18
Edenburg;PA;Pennsylvania;Berks;40.5658;-75.9593;40.57,-75.96
Watauga;TN;Tennessee;Carter;36.3687;-82.2919;36.37,-82.29
Lynch;KY;Kentucky;Harlan;36.9641;-82.9138;36.96,-82.91
Graford;TX;Texas;Palo Pinto;32.9374;-98.2474;32.94,-98.25
Fairmont;NE;Nebraska;Fillmore;40.6343;-97.5991;40.63,-97.6
Fairfield;MT;Montana;Teton;47.6151;-111.9813;47.62,-111.98
Hailesboro;NY;New York;St. Lawrence;44.3097;-75.4356;44.31,-75.44
Central City;AR;Arkansas;Sebastian;35.33;-94.2347;35.33,-94.23
Reddell;LA;Louisiana;Evangeline;30.6688;-92.4268;30.67,-92.43
Valle Vista;TX;Texas;Starr;26.316;-98.6547;26.32,-98.65
Ansonville;NC;North Carolina;Anson;35.1041;-80.1097;35.1,-80.11
Brownsdale;MN;Minnesota;Mower;43.7404;-92.8681;43.74,-92.87
Russell;IA;Iowa;Lucas;40.9802;-93.2006;40.98,-93.2
Round Hill;VA;Virginia;Loudoun;39.1319;-77.7681;39.13,-77.77
Mesquite;NM;New Mexico;Doña Ana;32.167;-106.6885;32.17,-106.69
Weaubleau;MO;Missouri;Hickory;37.8915;-93.5404;37.89,-93.54
Asherton;TX;Texas;Dimmit;28.4461;-99.7604;28.45,-99.76
Bucksport;SC;South Carolina;Horry;33.6706;-79.1102;33.67,-79.11
Rote;PA;Pennsylvania;Clinton;41.0781;-77.4114;41.08,-77.41
San Perlita;TX;Texas;Willacy;26.501;-97.6397;26.5,-97.64
Deer Park;CA;California;Napa;38.536;-122.4679;38.54,-122.47
Leesburg;AL;Alabama;Cherokee;34.1839;-85.775;34.18,-85.78
Morning Sun;IA;Iowa;Louisa;41.0941;-91.2506;41.09,-91.25
Addison;AL;Alabama;Winston;34.2017;-87.1765;34.2,-87.18
Parkdale;MI;Michigan;Manistee;44.272;-86.2805;44.27,-86.28
Scribner;NE;Nebraska;Dodge;41.6651;-96.6653;41.67,-96.67
Highland Hills;OH;Ohio;Cuyahoga;41.4507;-81.5191;41.45,-81.52
Camptown;VA;Virginia;Isle of Wight;36.6833;-76.8965;36.68,-76.9
Voladoras Comunidad;PR;Puerto Rico;Moca;18.3785;-67.0859;18.38,-67.09
Jeffersonville;VT;Vermont;Lamoille;44.6427;-72.8282;44.64,-72.83
Dunseith;ND;North Dakota;Rolette;48.813;-100.0622;48.81,-100.06
Hardin;TX;Texas;Liberty;30.1493;-94.7377;30.15,-94.74
Heuvelton;NY;New York;St. Lawrence;44.617;-75.4047;44.62,-75.4
Harveysburg;OH;Ohio;Warren;39.5022;-83.9984;39.5,-84
Lake Medina Shores;TX;Texas;Bandera;29.6383;-98.9869;29.64,-98.99
Patoka;IL;Illinois;Marion;38.754;-89.0958;38.75,-89.1
Bluffs;IL;Illinois;Scott;39.7494;-90.5352;39.75,-90.54
Lake City;TX;Texas;San Patricio;28.0821;-97.8828;28.08,-97.88
El Paso;AR;Arkansas;White;35.1153;-92.0812;35.12,-92.08
Ferrelview;MO;Missouri;Platte;39.3143;-94.6653;39.31,-94.67
Clark;PA;Pennsylvania;Mercer;41.2831;-80.4088;41.28,-80.41
Oxford;IA;Iowa;Johnson;41.7228;-91.7911;41.72,-91.79
Weedville;PA;Pennsylvania;Elk;41.2764;-78.4903;41.28,-78.49
Mina;SD;South Dakota;Edmunds;45.4521;-98.7414;45.45,-98.74
Valier;IL;Illinois;Franklin;38.0176;-89.0438;38.02,-89.04
Elgin;NE;Nebraska;Antelope;41.9831;-98.0828;41.98,-98.08
Vienna Center;OH;Ohio;Trumbull;41.2345;-80.6541;41.23,-80.65
Mendon;OH;Ohio;Mercer;40.6733;-84.5174;40.67,-84.52
Glen Ullin;ND;North Dakota;Morton;46.812;-101.8333;46.81,-101.83
Escalante;UT;Utah;Garfield;37.765;-111.6001;37.77,-111.6
Botsford;CT;Connecticut;Fairfield;41.3589;-73.2671;41.36,-73.27
St. Bernice;IN;Indiana;Vermillion;39.712;-87.52;39.71,-87.52
Sunsites;AZ;Arizona;Cochise;31.941;-109.8394;31.94,-109.84
Cambria;WI;Wisconsin;Columbia;43.5416;-89.1108;43.54,-89.11
Frisco;NC;North Carolina;Dare;35.2437;-75.6018;35.24,-75.6
Rosedale;IN;Indiana;Parke;39.6225;-87.2817;39.62,-87.28
Vernon;FL;Florida;Washington;30.6197;-85.7062;30.62,-85.71
Leola;AR;Arkansas;Grant;34.17;-92.5914;34.17,-92.59
Hoffman;IL;Illinois;Clinton;38.5404;-89.2644;38.54,-89.26
Cohutta;GA;Georgia;Whitfield;34.9539;-84.9592;34.95,-84.96
Lakeville;IN;Indiana;St. Joseph;41.5286;-86.2745;41.53,-86.27
Williamson;GA;Georgia;Pike;33.1777;-84.3581;33.18,-84.36
Hoffman;NC;North Carolina;Richmond;35.0313;-79.5491;35.03,-79.55
East Tulare Villa;CA;California;Tulare;36.2038;-119.2803;36.2,-119.28
Sardis;AR;Arkansas;Saline;34.533;-92.4067;34.53,-92.41
Paris;PA;Pennsylvania;Washington;40.4104;-80.5067;40.41,-80.51
Schaller;IA;Iowa;Sac;42.4965;-95.2963;42.5,-95.3
Chatham;LA;Louisiana;Jackson;32.3096;-92.4522;32.31,-92.45
Haileyville;OK;Oklahoma;Pittsburg;34.8542;-95.5784;34.85,-95.58
Palo Seco;PR;Puerto Rico;Maunabo;18.0093;-65.937;18.01,-65.94
Seligman;AZ;Arizona;Yavapai;35.3256;-112.8574;35.33,-112.86
Caseville;MI;Michigan;Huron;43.9416;-83.2734;43.94,-83.27
Bolton;NC;North Carolina;Columbus;34.3174;-78.3976;34.32,-78.4
Charlotte Court House;VA;Virginia;Charlotte;37.0563;-78.6377;37.06,-78.64
South Weldon;NC;North Carolina;Halifax;36.4135;-77.6024;36.41,-77.6
Manilla;IA;Iowa;Crawford;41.8926;-95.2345;41.89,-95.23
Gideon;MO;Missouri;New Madrid;36.4489;-89.9128;36.45,-89.91
Polkville;MS;Mississippi;Smith;32.1909;-89.696;32.19,-89.7
Fairfield;PA;Pennsylvania;Adams;39.7891;-77.3698;39.79,-77.37
Mathiston;MS;Mississippi;Webster;33.5391;-89.1275;33.54,-89.13
Zavalla;TX;Texas;Angelina;31.1584;-94.418;31.16,-94.42
Farmersville;IL;Illinois;Montgomery;39.4412;-89.6521;39.44,-89.65
Sherrard;IL;Illinois;Mercer;41.3109;-90.4991;41.31,-90.5
Bowen;IL;Illinois;Hancock;40.2321;-91.0633;40.23,-91.06
Timberlake;OH;Ohio;Lake;41.6655;-81.4428;41.67,-81.44
Lynnview;KY;Kentucky;Jefferson;38.1791;-85.7112;38.18,-85.71
Wall Lake;IA;Iowa;Sac;42.2675;-95.0932;42.27,-95.09
Cove;OR;Oregon;Union;45.2964;-117.8102;45.3,-117.81
Shelby;IA;Iowa;Shelby;41.5067;-95.4506;41.51,-95.45
Corbin City;NJ;New Jersey;Atlantic;39.3046;-74.7199;39.3,-74.72
Wyocena;WI;Wisconsin;Columbia;43.4931;-89.3099;43.49,-89.31
Apple Canyon Lake;IL;Illinois;Jo Daviess;42.4302;-90.1642;42.43,-90.16
Diablo;CA;California;Contra Costa;37.8408;-121.9565;37.84,-121.96
Oakwood;TX;Texas;Leon;31.5848;-95.8498;31.58,-95.85
Dubois;WY;Wyoming;Fremont;43.5389;-109.6443;43.54,-109.64
Saybrook;IL;Illinois;McLean;40.4283;-88.5266;40.43,-88.53
Peninsula;OH;Ohio;Summit;41.2379;-81.5518;41.24,-81.55
Davenport;CA;California;Santa Cruz;37.0176;-122.1881;37.02,-122.19
Leeton;MO;Missouri;Johnson;38.5834;-93.6953;38.58,-93.7
Cowley;WY;Wyoming;Big Horn;44.8834;-108.4693;44.88,-108.47
Wilroads Gardens;KS;Kansas;Ford;37.7153;-99.9269;37.72,-99.93
Blue Berry Hill;TX;Texas;Bee;28.3855;-97.7921;28.39,-97.79
Leighton;AL;Alabama;Colbert;34.6941;-87.5282;34.69,-87.53
North Gate;CA;California;Contra Costa;37.9055;-121.9978;37.91,-122
Pilot Grove;MO;Missouri;Cooper;38.8736;-92.9126;38.87,-92.91
Rose City;MI;Michigan;Ogemaw;44.4209;-84.116;44.42,-84.12
Adrian;GA;Georgia;Johnson;32.5306;-82.592;32.53,-82.59
North City;IL;Illinois;Franklin;37.9918;-89.0635;37.99,-89.06
Wilson;LA;Louisiana;East Feliciana;30.9236;-91.109;30.92,-91.11
Chester Hill;PA;Pennsylvania;Clearfield;40.8903;-78.2293;40.89,-78.23
Caliente;NV;Nevada;Lincoln;37.6458;-114.4929;37.65,-114.49
Walnut;IA;Iowa;Pottawattamie;41.4894;-95.2197;41.49,-95.22
Lake Carroll;IL;Illinois;Carroll;42.1705;-89.8699;42.17,-89.87
Middlebourne;WV;West Virginia;Tyler;39.4947;-80.907;39.49,-80.91
Cannonsburg;KY;Kentucky;Boyd;38.3806;-82.7006;38.38,-82.7
Red Cross;NC;North Carolina;Stanly;35.2659;-80.3623;35.27,-80.36
Benton Ridge;OH;Ohio;Hancock;41.0043;-83.792;41,-83.79
Wittmann;AZ;Arizona;Maricopa;33.7749;-112.525;33.77,-112.53
Plandome Manor;NY;New York;Nassau;40.8147;-73.6984;40.81,-73.7
Barboursville;VA;Virginia;Orange;38.1704;-78.2831;38.17,-78.28
Tipton;OK;Oklahoma;Tillman;34.4879;-99.15;34.49,-99.15
Mer Rouge;LA;Louisiana;Morehouse;32.7767;-91.7949;32.78,-91.79
Taholah;WA;Washington;Grays Harbor;47.3283;-124.2728;47.33,-124.27
Sycamore Hills;MO;Missouri;St. Louis;38.7013;-90.349;38.7,-90.35
Stratton;CO;Colorado;Kit Carson;39.3029;-102.6034;39.3,-102.6
Ochlocknee;GA;Georgia;Thomas;30.9751;-84.0517;30.98,-84.05
Neopit;WI;Wisconsin;Menominee;44.9877;-88.8227;44.99,-88.82
Fawn Lake Forest;PA;Pennsylvania;Pike;41.5158;-75.0548;41.52,-75.05
Dahlgren;IL;Illinois;Hamilton;38.198;-88.6847;38.2,-88.68
Indian Springs;TX;Texas;Polk;30.6879;-94.7449;30.69,-94.74
Brooksville;KY;Kentucky;Bracken;38.6818;-84.0665;38.68,-84.07
Corsica;SD;South Dakota;Douglas;43.4223;-98.4073;43.42,-98.41
Palatine Bridge;NY;New York;Montgomery;42.9143;-74.5756;42.91,-74.58
Polvadera;NM;New Mexico;Socorro;34.202;-106.9172;34.2,-106.92
Ketchum;OK;Oklahoma;Craig;36.5251;-95.0341;36.53,-95.03
Deemston;PA;Pennsylvania;Washington;40.0273;-80.0334;40.03,-80.03
Peña Blanca;NM;New Mexico;Sandoval;35.5709;-106.3319;35.57,-106.33
Silver Cliff;CO;Colorado;Custer;38.1204;-105.4104;38.12,-105.41
Hokah;MN;Minnesota;Houston;43.7599;-91.3498;43.76,-91.35
Lily Lake;WI;Wisconsin;Kenosha;42.5629;-88.213;42.56,-88.21
Muir;MI;Michigan;Ionia;42.9973;-84.9359;43,-84.94
Littlefork;MN;Minnesota;Koochiching;48.3964;-93.5578;48.4,-93.56
Benoit;MS;Mississippi;Bolivar;33.6517;-91.0087;33.65,-91.01
Nelliston;NY;New York;Montgomery;42.9318;-74.6099;42.93,-74.61
Marine on St. Croix;MN;Minnesota;Washington;45.1983;-92.7783;45.2,-92.78
Mulga;AL;Alabama;Jefferson;33.5521;-86.973;33.55,-86.97
Mount Calvary;WI;Wisconsin;Fond du Lac;43.8263;-88.2461;43.83,-88.25
Nelsonville;NY;New York;Putnam;41.4291;-73.9466;41.43,-73.95
Beersheba Springs;TN;Tennessee;Grundy;35.459;-85.6689;35.46,-85.67
Beach City;OH;Ohio;Stark;40.6531;-81.5795;40.65,-81.58
Clarkston;UT;Utah;Cache;41.9205;-112.0503;41.92,-112.05
Lake Winola;PA;Pennsylvania;Wyoming;41.5105;-75.8509;41.51,-75.85
Andrews;FL;Florida;Levy;29.5496;-82.8883;29.55,-82.89
Milan;GA;Georgia;Telfair;32.0194;-83.0631;32.02,-83.06
Salem;KY;Kentucky;Livingston;37.2653;-88.241;37.27,-88.24
Port Sanilac;MI;Michigan;Sanilac;43.4275;-82.5449;43.43,-82.54
Joppa;AL;Alabama;Cullman;34.2982;-86.5506;34.3,-86.55
Campobello;SC;South Carolina;Spartanburg;35.126;-82.1488;35.13,-82.15
Emlyn;KY;Kentucky;Whitley;36.7023;-84.1418;36.7,-84.14
McRoberts;KY;Kentucky;Letcher;37.2132;-82.6687;37.21,-82.67
Central City;CO;Colorado;Gilpin;39.7945;-105.512;39.79,-105.51
Woodland Hills;KY;Kentucky;Jefferson;38.2393;-85.5289;38.24,-85.53
Castlewood;SD;South Dakota;Hamlin;44.7242;-97.0309;44.72,-97.03
St. Francis;SD;South Dakota;Todd;43.1426;-100.9028;43.14,-100.9
Piney Grove;GA;Georgia;Harris;32.6218;-85.0368;32.62,-85.04
Ettrick;WI;Wisconsin;Trempealeau;44.1695;-91.2651;44.17,-91.27
Penney Farms;FL;Florida;Clay;29.9807;-81.8108;29.98,-81.81
Franklin;IL;Illinois;Morgan;39.6205;-90.0477;39.62,-90.05
Eastborough;KS;Kansas;Sedgwick;37.6856;-97.2591;37.69,-97.26
Many Farms;AZ;Arizona;Apache;36.3532;-109.6271;36.35,-109.63
Mokelumne Hill;CA;California;Calaveras;38.3057;-120.7061;38.31,-120.71
Millington;MD;Maryland;Kent;39.2629;-75.836;39.26,-75.84
Alden;MN;Minnesota;Freeborn;43.6695;-93.5735;43.67,-93.57
Marion;LA;Louisiana;Union;32.8997;-92.2405;32.9,-92.24
Chesnee;SC;South Carolina;Spartanburg;35.1461;-81.863;35.15,-81.86
Cherokee;KS;Kansas;Crawford;37.345;-94.8215;37.35,-94.82
War;WV;West Virginia;McDowell;37.304;-81.6802;37.3,-81.68
Marquette;KS;Kansas;McPherson;38.5555;-97.8344;38.56,-97.83
Middleton;TN;Tennessee;Hardeman;35.0593;-88.8902;35.06,-88.89
New Straitsville;OH;Ohio;Perry;39.5793;-82.2343;39.58,-82.23
Bella Villa;MO;Missouri;St. Louis;38.5436;-90.2855;38.54,-90.29
Bardwell;TX;Texas;Ellis;32.2671;-96.6955;32.27,-96.7
Guy;AR;Arkansas;Faulkner;35.3273;-92.3367;35.33,-92.34
Hillcrest;TX;Texas;Brazoria;29.3924;-95.2233;29.39,-95.22
Hillsboro;AL;Alabama;Lawrence;34.6407;-87.1838;34.64,-87.18
North Philipsburg;PA;Pennsylvania;Centre;40.9092;-78.2087;40.91,-78.21
Shipman;IL;Illinois;Macoupin;39.1203;-90.0452;39.12,-90.05
Hanna;WY;Wyoming;Carbon;41.8697;-106.5597;41.87,-106.56
St. Meinrad;IN;Indiana;Spencer;38.1692;-86.8257;38.17,-86.83
New Tripoli;PA;Pennsylvania;Lehigh;40.6773;-75.7498;40.68,-75.75
Welling;OK;Oklahoma;Cherokee;35.8808;-94.8712;35.88,-94.87
Loyall;KY;Kentucky;Harlan;36.8527;-83.3506;36.85,-83.35
La Fargeville;NY;New York;Jefferson;44.196;-75.9627;44.2,-75.96
Nuangola;PA;Pennsylvania;Luzerne;41.1583;-75.9781;41.16,-75.98
Wallace;SC;South Carolina;Marlboro;34.7201;-79.8479;34.72,-79.85
Newcastle;TX;Texas;Young;33.1951;-98.7436;33.2,-98.74
Dakota;IL;Illinois;Stephenson;42.388;-89.5265;42.39,-89.53
Kasota;MN;Minnesota;Le Sueur;44.2916;-93.969;44.29,-93.97
Buckland;AK;Alaska;Northwest Arctic;65.9784;-161.1341;65.98,-161.13
Durhamville;NY;New York;Oneida;43.1225;-75.665;43.12,-75.67
Enfield;IL;Illinois;White;38.1008;-88.3382;38.1,-88.34
Bairoa La Veinticinco;PR;Puerto Rico;Caguas;18.2636;-66.0213;18.26,-66.02
Garwin;IA;Iowa;Tama;42.0935;-92.6791;42.09,-92.68
Wilbur;WA;Washington;Lincoln;47.7581;-118.7117;47.76,-118.71
Peñasco;NM;New Mexico;Taos;36.1703;-105.6908;36.17,-105.69
Graham;GA;Georgia;Appling;31.8292;-82.503;31.83,-82.5
Accoville;WV;West Virginia;Logan;37.7652;-81.827;37.77,-81.83
Parker;PA;Pennsylvania;Armstrong;41.0907;-79.6846;41.09,-79.68
Woodmere;OH;Ohio;Cuyahoga;41.4598;-81.4799;41.46,-81.48
Fairfax;MO;Missouri;Atchison;40.3392;-95.3919;40.34,-95.39
Dudley;GA;Georgia;Laurens;32.532;-83.0805;32.53,-83.08
Hollis Crossroads;AL;Alabama;Cleburne;33.5231;-85.6437;33.52,-85.64
Cadwell;GA;Georgia;Laurens;32.3396;-83.042;32.34,-83.04
Fielding;UT;Utah;Box Elder;41.8127;-112.1173;41.81,-112.12
Tumalo;OR;Oregon;Deschutes;44.1561;-121.328;44.16,-121.33
Mosier;OR;Oregon;Wasco;45.685;-121.3951;45.69,-121.4
Washington;OK;Oklahoma;McClain;35.0582;-97.4923;35.06,-97.49
Sierra Blanca;TX;Texas;Hudspeth;31.1835;-105.3395;31.18,-105.34
Greensburg;KS;Kansas;Kiowa;37.6049;-99.2895;37.6,-99.29
Adams;TN;Tennessee;Robertson;36.5828;-87.0651;36.58,-87.07
Red River;NM;New Mexico;Taos;36.7041;-105.4064;36.7,-105.41
Riviera;TX;Texas;Kleberg;27.2993;-97.7997;27.3,-97.8
Elmwood;WI;Wisconsin;Pierce;44.78;-92.1491;44.78,-92.15
Waterproof;LA;Louisiana;Tensas;31.8073;-91.3861;31.81,-91.39
Airport Drive;MO;Missouri;Jasper;37.1405;-94.5162;37.14,-94.52
Bloomingdale;MI;Michigan;Van Buren;42.3833;-85.959;42.38,-85.96
Klemme;IA;Iowa;Hancock;43.0097;-93.6013;43.01,-93.6
Juniata;NE;Nebraska;Adams;40.5903;-98.5069;40.59,-98.51
Benham;KY;Kentucky;Harlan;36.9652;-82.9544;36.97,-82.95
Vermontville;MI;Michigan;Eaton;42.627;-85.0249;42.63,-85.02
Seneca Gardens;KY;Kentucky;Jefferson;38.2272;-85.6773;38.23,-85.68
Delleker;CA;California;Plumas;39.8102;-120.4968;39.81,-120.5
Seaboard;NC;North Carolina;Northampton;36.4907;-77.442;36.49,-77.44
Altheimer;AR;Arkansas;Jefferson;34.3241;-91.8481;34.32,-91.85
Bedford Park;IL;Illinois;Cook;41.7669;-87.7915;41.77,-87.79
Onley;VA;Virginia;Accomack;37.6915;-75.718;37.69,-75.72
Oakville;WA;Washington;Grays Harbor;46.8403;-123.2337;46.84,-123.23
Oretta;LA;Louisiana;Beauregard;30.5289;-93.4391;30.53,-93.44
